14	2
34	133
318	197
268	88
149	176
11	358
190	388
40	177
118	353
161	216
294	278
206	293
274	353
343	351
39	220
126	362
382	368
324	139
182	69
81	1
57	202
222	130
78	91
291	344
68	274
298	28
159	206
93	207
194	375
242	93
135	78
331	347
132	367
3	377
70	400
29	394
316	210
319	95
270	270
262	386
118	192
84	313
162	286
238	164
368	98
350	280
246	141
201	232
85	352
122	156
213	284
205	303
368	114
271	152
19	171
93	97
226	38
292	390
386	143
287	201
376	329
105	302
317	225
8	213
207	30
130	134
153	354
166	301
186	79
43	316
39	372
168	123
334	383
289	349
323	114
179	366
76	85
314	182
326	321
79	258
0	366
111	193
139	155
227	366
242	89
302	333
234	283
45	85
26	356
151	75
98	88
308	105
165	310
139	337
305	234
356	52
142	132
285	165
202	36
115	217
283	126
110	216
223	105
178	399
339	312
47	258
194	47
308	44
25	389
194	12
315	159
25	317
366	61
305	105
174	168
372	290
143	400
41	43
310	52
71	2
237	302
38	159
160	134
273	138
158	168
145	119
112	110
330	166
224	190
285	24
6	39
2	121
283	20
357	21
133	27
56	248
138	13
244	393
156	304
359	307
314	95
386	251
355	152
154	108
237	194
339	215
256	353
95	163
191	57
398	172
202	64
365	0
262	363
96	367
68	326
157	199
160	137
11	367
72	290
61	382
102	15
358	396
105	266
150	120
193	73
278	301
373	15
300	22
155	390
159	337
204	217
228	40
134	116
24	92
36	109
172	379
384	62
265	2
94	127
35	87
48	264
223	27
334	59
10	235
75	147
329	302
125	285
347	60
339	350
144	271
315	18
262	52
201	324
20	263
230	58
295	84
312	394
315	265
338	269
99	137
5	337
280	15
303	215
257	37
158	305
234	98
77	111
339	339
122	183
330	319
270	398
146	186
67	147
139	328
186	317
138	44
370	285
23	62
209	250
197	319
122	116
376	23
62	209
137	377
322	56
223	351
30	345
265	388
334	54
159	1
390	145
271	285
384	103
123	356
61	387
128	277
91	90
223	92
289	4
204	148
315	214
364	331
152	365
294	388
241	111
326	115
2	150
32	322
387	105
227	163
41	379
129	218
322	34
273	63
335	109
74	136
204	175
3	174
143	380
101	104
79	223
186	366
299	193
201	37
79	261
243	196
144	186
190	185
326	140
33	375
361	198
318	150
395	58
109	171
160	321
224	274
288	233
158	308
184	98
41	245
384	350
386	109
102	290
114	278
89	210
192	253
187	63
172	127
287	138
388	101
325	246
219	137
104	366
131	154
68	153
122	75
158	92
152	174
212	166
13	18
269	11
163	395
334	121
94	198
108	319
292	267
184	17
121	130
154	191
355	356
87	251
362	383
232	273
167	252
172	362
352	231
14	123
97	362
336	37
79	386
65	6
136	291
258	381
122	268
289	237
91	368
193	256
227	202
269	240
146	223
82	146
215	313
128	219
252	8
232	79
233	310
191	324
12	338
343	49
324	347
234	338
377	375
79	189
264	56
61	238
4	127
56	83
74	257
251	178
202	151
282	117
262	363
206	248
75	251
258	396
255	300
58	388
334	333
328	316
26	361
101	149
226	190
17	179
278	26
162	352
57	352
297	38
324	158
183	398
114	277
17	30
307	97
342	366
139	74
146	283
62	285
51	25
14	99
114	200
373	101
166	86
92	376
217	232
125	299
3	259
133	158
307	228
370	195
348	158
238	83
315	203
116	184
159	355
86	69
112	186
185	70
170	132
35	34
174	147
70	348
247	42
389	139
91	299
282	158
162	172
63	174
138	144
8	228
7	148
110	128
162	247
259	249
288	39
150	206
276	45
86	240
120	179
394	247
262	16
154	108
238	381
313	73
69	200
392	12
215	210
25	340
307	134
204	400
395	29
74	96
386	222
297	9
175	391
78	107
12	301
229	134
281	367
74	245
23	352
208	299
273	133
103	282
170	287
307	227
358	354
306	280
141	203
379	345
45	9
302	26
143	222
332	245
334	133
313	241
192	255
151	49
242	256
352	308
277	247
215	174
164	245
187	56
252	271
308	315
5	390
352	317
220	202
262	174
21	150
305	237
77	230
378	104
37	315
208	23
91	2
354	328
134	238
251	369
46	152
319	262
397	166
84	187
174	140
186	163
397	274
177	26
377	169
352	139
282	1
334	44
132	146
194	384
113	115
383	199
386	103
85	384
236	393
90	102
283	378
60	16
329	349
273	295
44	300
280	167
168	64
330	365
354	249
307	370
316	29
335	165
325	83
116	156
327	1
175	111
236	327
235	236
354	8
398	270
316	328
174	372
281	381
220	270
378	127
357	276
374	26
314	264
95	342
396	396
378	340
94	83
242	20
114	70
398	165
91	251
40	246
395	292
207	347
351	362
10	206
93	142
177	309
185	303
147	199
13	293
260	18
126	221
33	101
281	205
214	206
301	37
52	278
330	399
106	31
281	153
211	81
331	154
119	110
26	246
272	123
166	88
332	311
8	215
356	332
17	374
144	20
127	314
100	183
363	197
135	66
27	102
330	105
234	213
385	22
322	224
313	277
284	189
277	347
99	377
109	246
283	193
349	39
34	43
323	100
292	206
124	176
49	0
269	242
222	240
303	348
261	277
350	289
52	301
248	95
316	12
222	120
219	130
378	169
389	196
218	85
235	271
254	395
114	335
319	316
250	307
122	288
399	176
266	170
190	37
110	317
20	57
276	374
298	267
134	119
159	216
366	316
255	185
366	281
95	237
398	214
258	122
351	210
129	235
227	234
123	229
25	318
378	274
381	49
246	194
90	96
287	63
63	348
393	274
331	160
39	105
191	285
115	147
344	223
42	368
246	187
206	109
70	146
84	207
139	70
229	269
216	12
227	81
335	4
346	69
60	284
156	262
224	10
129	217
331	115
228	35
158	86
307	88
1	140
237	168
289	257
211	267
314	155
157	255
3	114
309	58
128	367
168	45
310	169
237	337
31	3
46	160
225	386
16	101
61	325
235	258
252	274
278	137
209	326
127	208
99	229
365	313
117	22
212	63
121	178
187	292
151	54
260	399
314	364
80	293
383	368
156	363
303	185
348	377
58	210
203	142
137	149
380	116
188	322
103	17
244	53
395	216
364	112
98	367
189	332
34	333
365	167
373	240
91	108
221	265
214	336
145	246
127	13
44	326
154	205
337	20
250	228
324	88
147	322
20	141
95	150
313	366
72	2
366	14
204	65
203	127
300	190
310	146
185	87
39	387
161	155
66	308
380	164
27	321
153	48
324	270
392	238
256	106
11	141
339	143
33	126
342	248
187	183
121	64
348	28
178	236
23	394
316	314
100	245
143	123
62	214
288	219
172	57
393	79
230	172
273	284
45	69
128	49
280	301
215	137
400	68
114	0
131	163
309	83
189	281
264	316
200	377
173	182
106	272
57	24
31	196
345	243
365	162
284	283
19	261
65	149
110	282
354	128
362	181
46	16
147	330
32	249
88	274
260	250
269	39
216	112
168	194
336	331
77	250
397	316
86	236
197	64
346	43
313	374
177	49
377	30
210	150
151	151
306	385
334	392
358	377
239	121
307	50
393	216
186	86
205	337
383	106
231	70
194	7
264	134
281	191
138	210
281	305
144	69
354	344
247	222
218	254
69	356
206	247
384	254
121	295
35	11
243	359
56	67
24	147
52	158
165	241
88	356
197	122
28	341
54	245
100	290
136	181
222	254
381	295
165	63
375	189
296	60
87	215
225	114
332	41
337	149
36	122
96	253
13	237
196	135
314	251
220	315
183	33
307	29
200	298
376	207
213	370
54	41
118	306
206	328
7	74
235	136
257	346
379	369
395	348
389	283
47	305
192	338
250	25
162	306
201	270
245	50
320	100
43	127
104	379
317	118
214	309
246	98
5	308
353	70
58	359
215	213
59	115
195	38
135	64
15	21
