44	155
198	264
281	13
216	239
219	182
72	266
165	241
48	282
156	202
145	264
120	270
239	275
246	210
152	9
135	97
227	79
2	184
260	181
253	167
22	11
227	193
151	31
210	100
259	62
218	186
148	129
214	4
278	230
259	23
248	166
103	173
39	165
257	180
78	171
83	292
70	102
134	11
298	202
19	298
140	226
186	39
122	57
117	186
185	50
105	244
52	283
264	237
153	194
40	82
162	276
196	104
227	265
92	99
163	168
203	275
67	39
61	51
31	149
189	201
218	103
56	137
58	187
124	190
271	4
74	227
0	12
121	101
144	225
281	150
276	256
62	16
207	202
63	49
47	229
158	40
270	73
280	14
153	297
117	228
214	133
255	215
163	229
187	269
211	285
109	99
287	158
106	266
291	265
133	201
217	21
31	91
284	135
177	99
58	194
96	133
128	132
189	114
140	38
206	109
157	2
30	195
89	116
252	216
103	113
261	263
202	97
20	213
142	61
29	223
159	218
17	2
208	17
260	234
8	231
35	10
80	204
28	152
33	72
58	235
204	94
243	190
51	107
179	233
85	269
108	249
65	224
211	135
141	147
22	181
129	142
110	56
121	156
105	48
117	12
26	188
277	246
143	240
268	226
121	147
25	0
256	222
273	52
136	50
293	62
220	155
271	121
237	207
22	174
92	271
283	130
16	120
194	142
134	262
249	50
167	296
61	290
176	57
48	85
148	196
192	288
191	3
227	122
65	92
83	148
107	9
189	234
170	134
98	228
176	159
116	122
85	198
290	210
82	128
155	139
200	126
281	194
75	6
169	91
100	41
263	167
150	181
3	293
41	256
112	216
260	104
33	108
271	222
244	127
98	279
215	131
292	12
161	289
154	157
267	151
179	282
49	294
275	286
117	57
36	97
196	28
227	140
108	269
12	234
13	193
30	192
186	99
266	84
2	63
188	232
238	182
42	83
72	272
285	196
134	283
280	141
215	94
270	73
66	44
205	217
71	82
262	214
1	100
28	166
210	275
167	259
202	229
181	223
181	48
15	251
125	271
168	277
191	254
264	28
218	144
71	49
81	177
139	5
159	291
224	256
4	143
160	137
208	147
132	289
272	300
136	257
164	145
58	136
111	267
57	98
156	38
227	15
244	241
159	221
123	103
108	95
33	51
135	110
185	291
211	4
34	139
190	25
9	212
83	251
195	22
203	270
239	144
115	119
144	37
14	89
221	57
59	101
213	102
249	216
153	130
137	33
184	55
174	179
116	76
271	262
113	208
263	72
190	104
12	283
115	19
1	74
33	187
107	144
97	26
57	42
296	191
167	49
115	139
48	88
174	34
239	120
0	80
181	58
45	222
127	85
177	100
242	125
44	71
180	230
287	18
234	101
43	188
47	208
9	69
184	287
46	156
251	258
195	62
171	82
279	152
102	216
181	137
144	107
54	116
262	27
104	231
86	105
103	9
283	284
45	65
19	121
292	107
205	133
154	151
298	113
7	142
283	165
260	111
77	225
168	78
7	182
171	253
163	83
219	178
159	3
265	51
205	28
2	239
4	88
16	128
44	263
161	86
154	126
31	207
123	182
99	152
162	239
33	7
138	78
222	299
35	43
45	207
138	161
157	278
157	81
103	142
274	279
192	255
24	157
89	262
232	245
294	130
212	110
90	86
241	259
84	83
101	31
83	95
102	240
109	173
293	227
86	25
279	121
51	44
207	5
69	161
289	219
212	123
202	208
276	50
27	153
140	94
177	60
249	176
72	228
81	128
218	187
246	269
119	273
149	295
158	172
37	31
261	290
265	257
65	208
240	132
31	268
21	83
100	229
65	136
170	32
123	263
21	44
49	194
196	36
281	88
281	281
118	26
98	77
154	84
294	84
145	219
150	149
47	280
100	276
215	215
74	123
160	254
152	2
196	57
206	67
21	14
46	140
195	178
68	177
53	271
231	268
87	125
137	92
156	266
11	30
46	103
112	138
187	242
19	105
13	97
95	131
142	198
255	74
294	79
219	293
282	186
236	29
113	108
202	165
177	0
124	144
134	86
221	87
252	35
105	152
257	99
101	77
267	173
156	23
267	273
197	63
276	164
208	145
58	187
100	194
41	244
293	263
153	95
58	84
155	284
297	80
0	152
1	70
119	183
278	6
107	242
300	30
120	110
45	225
52	34
238	238
160	177
207	185
73	56
34	241
34	32
130	8
289	183
228	220
284	281
264	215
274	11
100	24
254	25
269	247
