194	427
482	160
191	322
139	454
56	355
3	83
36	393
99	389
115	96
40	298
138	228
329	11
272	274
499	485
423	106
390	362
66	329
31	431
97	250
10	101
357	119
412	153
356	18
112	456
319	200
470	468
281	270
274	33
351	366
388	128
127	245
320	287
350	213
463	56
195	113
291	60
160	88
331	414
347	371
112	327
220	435
145	472
134	337
299	45
493	211
441	321
353	473
500	238
396	273
284	161
4	418
291	5
29	53
80	466
271	443
416	2
231	224
279	304
100	228
418	239
211	412
346	155
13	473
465	75
418	108
163	190
20	390
47	252
125	356
273	62
285	179
349	285
93	392
444	218
368	16
55	494
466	231
64	39
430	344
113	22
425	330
24	78
195	207
433	488
226	496
51	91
122	185
419	246
384	261
395	58
451	443
335	305
188	401
431	493
97	243
189	450
293	439
319	361
255	73
483	333
139	396
242	431
308	348
441	153
178	460
169	20
164	305
197	495
125	148
447	48
6	87
36	136
211	484
392	437
83	456
323	57
389	206
350	217
314	32
169	331
129	200
41	485
477	102
464	245
9	493
114	368
185	179
327	90
324	291
429	37
480	231
55	251
94	434
103	480
43	321
443	266
323	194
163	439
323	428
25	475
15	174
152	336
60	470
401	65
119	349
390	471
454	439
458	279
280	488
353	63
344	183
155	20
42	480
488	385
68	240
423	303
203	16
444	236
148	391
134	97
162	451
5	339
255	402
3	89
51	328
107	408
72	69
403	159
185	86
223	430
54	245
398	410
29	102
85	341
171	143
262	375
146	286
272	460
254	196
442	147
272	434
37	405
390	159
338	483
292	405
144	109
254	401
27	157
123	4
107	202
353	347
355	110
177	386
190	459
331	13
137	404
310	391
188	441
110	500
424	198
226	255
167	361
105	29
187	288
333	168
48	473
413	409
9	300
444	141
139	331
483	49
63	215
477	173
113	74
378	340
121	279
15	11
99	191
8	168
100	17
293	354
285	209
470	326
336	230
169	411
285	453
233	144
376	385
353	90
21	6
185	199
12	438
116	134
454	314
78	209
448	229
97	434
288	409
156	161
268	132
328	249
456	486
375	268
200	86
357	185
127	324
202	170
388	345
32	195
295	61
76	125
148	313
495	436
90	366
56	449
25	185
132	224
146	349
308	111
341	173
66	18
143	375
468	100
211	196
430	78
478	15
194	314
31	487
68	356
309	78
498	98
360	257
325	47
1	406
237	136
246	301
336	281
222	80
233	94
126	330
493	429
221	302
76	33
30	32
166	426
39	323
55	98
218	147
5	214
81	410
27	89
327	169
360	267
96	112
337	65
473	325
59	16
24	201
125	227
37	25
341	134
412	471
31	60
465	189
95	120
205	80
391	356
357	151
275	463
398	114
267	347
158	426
325	58
236	163
392	172
151	33
321	42
267	179
80	186
403	253
387	468
241	445
55	107
127	248
106	347
29	104
317	73
164	48
156	311
349	224
244	337
152	5
218	275
162	377
368	127
473	206
491	101
384	481
9	13
280	260
142	223
403	291
23	491
492	458
143	299
62	390
322	11
300	108
408	490
210	497
18	96
18	190
271	362
212	475
104	465
422	419
492	162
450	218
305	332
459	196
64	80
97	296
151	329
429	8
322	239
69	422
423	179
404	82
218	50
316	442
433	136
122	329
373	347
46	308
16	343
286	390
383	331
32	145
220	275
418	455
286	13
295	440
140	329
410	351
227	160
448	474
132	286
218	108
283	405
71	340
41	185
142	417
349	384
303	208
392	147
277	206
119	405
230	333
182	480
87	375
154	344
400	322
19	434
11	414
457	273
94	78
139	110
13	49
450	94
302	458
31	188
301	394
89	36
71	455
485	444
278	6
185	400
244	345
155	329
233	444
451	112
405	301
430	200
114	2
384	114
241	21
43	364
18	137
368	437
113	77
37	183
435	345
409	368
432	302
146	140
444	86
229	45
367	455
121	353
344	343
494	194
201	210
18	7
341	393
268	387
426	287
429	375
22	99
374	389
143	25
480	373
47	246
423	3
64	464
200	279
74	74
180	184
360	404
277	83
379	204
73	366
258	30
265	31
468	286
289	11
308	432
147	274
386	163
188	33
201	304
330	474
414	122
279	140
76	185
442	23
415	131
212	91
370	11
69	386
81	133
114	236
19	231
219	75
290	342
444	322
339	263
81	92
35	53
373	307
390	137
467	439
154	90
435	367
144	482
136	493
245	171
433	120
31	180
370	151
312	182
40	272
374	237
411	185
73	308
153	112
367	186
378	236
345	441
467	327
121	313
224	286
266	80
473	478
433	305
344	39
252	275
291	70
25	148
322	373
462	357
223	208
203	99
293	335
335	183
284	155
251	252
230	342
297	461
190	430
86	391
214	151
385	63
358	289
220	353
211	230
291	198
441	134
317	44
323	16
143	340
461	118
344	492
34	103
84	458
36	495
0	88
82	141
456	225
143	341
268	50
381	168
440	44
214	45
91	44
417	431
25	129
423	33
317	495
256	236
390	479
290	78
485	280
126	39
337	499
268	118
115	461
460	144
132	59
448	254
175	117
303	378
379	1
258	232
55	440
438	4
364	140
456	438
82	488
140	328
449	481
44	116
70	490
170	70
473	253
179	146
73	266
143	192
1	136
362	128
111	421
71	117
26	338
3	452
146	221
301	383
249	51
450	32
347	7
459	68
40	363
17	352
262	424
352	230
55	152
282	484
69	197
255	207
202	355
195	418
416	353
384	303
406	28
264	272
449	219
269	140
69	394
434	278
385	446
477	217
364	430
277	243
232	258
40	215
388	315
0	314
468	63
14	210
268	8
245	425
442	347
494	421
257	4
412	342
469	435
218	146
22	177
86	146
384	447
372	88
458	87
281	500
211	399
391	457
420	310
7	396
429	8
146	166
25	268
274	355
171	23
363	466
435	82
126	292
259	283
481	97
372	371
403	317
269	306
432	245
437	68
228	366
423	371
384	162
23	117
435	45
427	47
335	353
370	141
309	116
111	184
230	392
24	500
291	123
476	296
307	330
264	400
247	161
217	234
53	101
58	299
450	278
461	460
446	288
366	125
437	263
23	81
324	54
263	62
440	205
221	372
240	245
157	294
490	70
132	302
256	191
371	177
83	0
258	275
158	190
398	366
468	54
234	70
139	351
466	378
471	272
348	28
400	30
163	8
139	289
201	363
381	402
111	85
495	120
258	343
452	499
416	50
406	162
148	128
487	206
100	31
207	348
210	470
272	160
177	251
262	463
324	353
247	31
26	324
230	211
395	67
231	86
376	201
76	68
358	141
150	384
289	32
309	160
402	347
468	2
199	174
295	197
370	273
380	424
172	127
42	289
189	234
153	305
220	189
374	268
90	346
485	294
328	102
331	400
7	15
403	21
30	388
384	290
391	453
254	311
447	12
405	426
245	468
52	128
496	405
386	130
197	64
198	436
383	328
396	387
425	32
489	274
